,title,authors,genre,published_year,average_rating
6056,Preludes and Nocturnes,Neil Gaiman;Sam Kieth;Mike Dringenberg;Todd Klein;Danny Vozzo,Comics & Graphic Novels,1991.0,4.25
6057,The Tragical Comedy Or Comical Tragedy of Mr. Punch,Neil Gaiman,Comics & Graphic Novels,1995.0,3.77
6058,The Wake,Neil Gaiman,"Comic books, strips, etc",1991.0,4.52
6059,Kingdom Come,Mark Waid;Alex Ross;Todd Klein,Comics & Graphic Novels,1997.0,4.25
6060,Death,Neil Gaiman;Chris Bachalo;Mark Buckingham;Mike Dringenberg,Comics & Graphic Novels,1997.0,4.22
6061,JLA,Grant Morrison,Juvenile Fiction,1997.0,3.97
6062,Michael Moorcock's Multiverse,Michael Moorcock;Walter Simonson;Mark Reeve;John Ridgway,Comics & Graphic Novels,1999.0,3.95
6063,Son of Superman,Howard V. Chaykin;David Tischman,Comics & Graphic Novels,1999.0,3.36
6064,The Invisibles,Grant Morrison;Chris Weston;Ivan Reis;Ray Kryssing,Comics & Graphic Novels,2000.0,4.24
6065,The Flash,Mark Waid;Humberto Ramos,Juvenile Fiction,2000.0,3.93
6066,"The Invisibles, Apocalipstick",Grant Morrison;Jill Thompson,Fiction,2001.0,4.22
6067,The Authority,Warren Ellis;Bryan Hitch;Mark Millar;Frank Quitely,Science,2000.0,4.16
6068,Transmetropolitan: Spider's thrash,Warren Ellis,Antiheroes,2004.0,4.32
6069,The Cure,Warren Ellis,"Comic books, strips, etc",2003.0,4.43
6070,Exploring the Northern Tradition,Galina Krasskova,Religion,2005.0,3.83
6071,"Laguna, I Love You",John Weld,History,1996.0,0.0
6072,Happy Endings,Mimi Dietrich,Crafts & Hobbies,2003.0,4.22
6073,Letters,John Barth,Fiction,1994.0,3.82
6074,Point Counter Point,Aldous Huxley,Fiction,2001.0,3.85
6075,The Last Days,Raymond Queneau;Barbara Wright;Vivian Kogan,Fiction,1996.0,3.8
6076,Heartsnatcher,Boris Vian,Fiction,2003.0,3.98
6077,The Review of Comtemporary Fiction - Future of Fiction,John O'Brien;David Foster Wallace,Literary Criticism,1996.0,3.82
6078,The Eternal Champion,Michael Moorcock;Tom Canty,Fiction,1996.0,3.94
6079,Tales of Magick,Phil Brucato;Aaron Rosenberg,Fiction,1998.0,3.5
6080,Changeling Storytellers Guide,Mark Hunter;Nancy Schultz-Yetter;Steve Kenson;Ian Lemke;Nicky Rea,Games,1998.0,3.37
6081,Stormie,Stormie Omartian,Biography & Autobiography,1997.0,4.39
6082,The Sharpshooter Blues,Lewis Nordan,Fiction,1997.0,4.15
6083,Enslaved by Ducks,Bob Tarte,Biography & Autobiography,2004.0,3.44
6084,Hemingway and Bailey's Bartending Guide to Great American Writers,Mark Bailey,Cooking,2006.0,3.89
6085,Water for Elephants,Sara Gruen,Fiction,2007.0,4.08
6086,On Genesis,Saint Augustine (of Hippo),Religion,2004.0,3.94
6087,On Christian Belief,Saint Augustine,Religion,2005.0,4.09
6088,The Truth about Columbus,James W. Loewen,Education,1992.0,4.01
6089,Japan at War,Haruko Taya Cook;Theodore F. Cook,History,1992.0,4.32
6090,Lies My Teacher Told Me,James W. Loewen,Education,1995.0,3.96
6091,The War,Marguerite Duras,Biography & Autobiography,1994.0,3.85
6092,On Language,Noam Chomsky;Mitsou Ronat,Language Arts & Disciplines,1998.0,3.91
6093,Industry and Empire,Eric J. Hobsbawm;Chris Wrigley,Business & Economics,1999.0,3.9
6094,On the Edge of the New Century,Eric J. Hobsbawm;Antonio Polito,History,2001.0,3.72
6095,Dr. Seuss Goes to War,Richard H. Minear;Dr. Seuss,History,2001.0,4.18
6096,A People's History of the United States,Howard Zinn;Kathy Emery;Ellen Reeves,History,2003.0,4.08
6097,The Assassination of Julius Caesar,Michael Parenti,History,2004.0,4.14
6098,Interesting Times,Eric J. Hobsbawm,Biography & Autobiography,2005.0,4.06
6099,After Many a Summer Dies the Swan,Aldous Huxley,Fiction,1993.0,3.75
6100,Wittgenstein's Vienna,Allan Janik;Stephen Toulmin,History,1996.0,4.05
6101,Complete Essays,Aldous Huxley,English essays,2001.0,4.33
6102,Foghorn Outdoors Pacific Northwest Hiking,Scott Leonard;Megan McMorris,Sports & Recreation,2005.0,4.29
6103,Road Trip USA,Jamie Jensen,Travel,2006.0,3.96
6104,From Nomads to Pilgrims,Diana Butler Bass;Joseph Stewart-Sicking,Religion,2005.0,4.0
6105,The Life You Were Born to Live,Dan Millman,Self-Help,2000.0,4.1
6106,Zora neale Hurston,Henry L. Gates,Literary Criticism,2000.0,4.2
6107,Things,Georges Perec;David Bellos,Comics & Graphic Novels,1990.0,3.98
6108,"W, Or, The Memory of Childhood",Georges Perec,Fiction,2003.0,3.88
6109,The Woman in Black,Susan Hill,Juvenile Fiction,2002.0,3.7
6110,Selected Poems of Herman Melville,Herman Melville,Poetry,2004.0,3.82
6111,A Void,Georges Perec,Fiction,2005.0,3.8
6112,How Tom Beat Captain Najork and His Hired Sportsmen,Russell Hoban;Quentin Blake,Juvenile Fiction,2006.0,4.27
6113,A Near Thing for Captain Najork,Russell Hoban,Inventions,2006.0,4.2
6114,Angels,Jacqueline Carey,Religion,1997.0,4.0
6115,The Last Shogun,Ryotaro Shiba,Fiction,2004.0,3.74
6116,Johnny Reb and Billy Yank,Alexander Hunter,United States,1904.0,4.11
6117,The Tough Guide to Fantasyland,Diana Wynne Jones,"Fantasy fiction, English",1996.0,3.94
6118,The Azathoth Cycle,Edward Derby;Peter Cannon;Lin Carter;Ramsey Campbell;Henry Kuttner;Stephen Rainey;Thomas Ligotti;Gary Myers;Richard Tierney,Fiction,1995.0,3.75
6119,Song of Cthulhu,Stephen Mark Rainey,Fiction,2001.0,3.67
6120,Miskatonic University,Sam Johnson,Games,2005.0,4.15
6121,The Keeper's Companion,Keith Herber,Games,2000.0,3.97
6122,Call of Cthulhu RPG,Sandy Petersen;Lynn Willis,Games,2000.0,4.45
6123,Shadows of Yog-Sothoth,Sandy Petersen,Games,2004.0,3.9
6124,Spawn of Azathoth,Keith Herber,,2005.0,3.81
6125,Secrets of New York,Jerry Jones;William Jones,Games,2005.0,3.62
6126,"The Keeper's Companion, Vol. 2",Lynn Willis;Adam Gauntlett,Games,2002.0,3.73
6127,Secrets of San Francisco,Cody Goodfellow,Games,2006.0,4.0
6128,"Yours in Food, John Baldessari",John Baldessari;Paul Auster,Art,2004.0,4.0
6129,"Notebooks, 1935-1951",Albert Camus;Philip Malcolm Waller Thody;Justin O'Brien,Biography & Autobiography,1998.0,4.28
6130,The Great Good Place,Ray Oldenburg,Social Science,1999.0,3.84
6131,Lum Urusei Yatsura,Rumiko Takahashi,Comics & Graphic Novels,1997.0,3.99
6132,"X/1999, Vol. 1",CLAMP,Comics & Graphic Novels,2003.0,3.95
6133,"X/1999, Volume 2",CLAMP,Comics & Graphic Novels,2003.0,4.02
6134,The Rattle-Rat,Janwillem Van de Wetering,Fiction,1997.0,3.97
6135,Robert Van Gulik,Janwillem Van de Wetering,Literary Criticism,1987.0,3.56
6136,"White Sky, Black Ice",Stan Jones,Fiction,2003.0,3.77
6137,Murder in the Bastille,Cara Black,Fiction,2004.0,3.73
6138,Restless Till We Rest in You,"Saint Augustine, Bishop of Hippo;Thomas Paul Thigpen",Religion,1998.0,4.67
6139,The Ring Finger Falls Silent,Satoru Kannagi,Comics & Graphic Novels,2006.0,4.02
6140,The Left Hand Dreams of Him,Satoru Kannagi,Comics & Graphic Novels,2006.0,3.95
6141,Little Butterfly,Hinako Takanaga;Sachiko Sato,Comics & Graphic Novels,2006.0,4.07
6142,The Art of Loving,Eiki Eiki;Yukine Honami,Comics & Graphic Novels,2006.0,3.48
6143,Only the Ring Finger Knows,Satoru Kannagi;Hotaru Odagiri,Comics & Graphic Novels,2004.0,4.1
6144,Dominion,Masamune Shirow;Dana Lewis;Frederik L. Schodt;Toren Smith;Tom Orzechowski,Comics & Graphic Novels,2000.0,3.73
6145,Outlander,Timothy Truman;Tom Raney,Juvenile Fiction,2001.0,3.46
6146,Star Wars Tales Volume 1,Various;Tsuneo Sanda,Comics & Graphic Novels,2002.0,3.89
6147,Creatures of the Night,Neil Gaiman;Michael Zulli;Todd Klein,Comics & Graphic Novels,2004.0,3.84
6148,The Will Eisner Sketchbook,Will Eisner,Art,2003.0,4.26
6149,Star Wars: Clone Wars Volume 1 - The Defense of Kamino,Haden Blackman;John Ostrander;Scott Allie; Jan Duursema; Stephen Thompson; Tomas Giorello; Dan Parsons; Ray Krissing,Comics & Graphic Novels,2003.0,3.85
6150,Dirty Italian,Gabrielle Euvino,Foreign Language Study,2006.0,4.04
6151,"Gunslinger, and Nine Other Action-packed Stories of the Wild West",Edward Gorman,Frontier and pioneer life,1995.0,4.25
6152,F. Scott Fitzgerald on Authorship,Francis Scott Fitzgerald;Judith Baughman,Literary Criticism,1996.0,3.57
6153,One Hundred Demons,Lynda Barry,Comics & Graphic Novels,2005.0,4.16
6154,Lao Tzu,Lao-tzu;Ursula K. Le Guin;Jerome P. Seaton,Philosophy,1998.0,4.32
6155,The Tao of Physics,Fritjof Capra,Science,2000.0,3.97
6156,Spiritual Midwifery,Ina May Gaskin,Medical,2002.0,4.38
6157,Monday Night Class,Stephen Gaskin,"Body, Mind & Spirit",2005.0,3.9
6158,Steppenwolf,Victor Skrebneski;Richard Christiansen,Performing Arts,2000.0,4.14
6159,Mother Maria Skobtsova,Mariia,Biography & Autobiography,2003.0,4.31
6160,The Ultimate Time Machine,Joseph McMoneagle,"Body, Mind & Spirit",1998.0,3.49
6161,Get Out of Your Mind & Into Your Life,Steven C. Hayes;Spencer Xavier Smith,Self-Help,2005.0,4.05
6162,Persuasive Communication,James Brian Stiff;Paul A. Mongeau,Language Arts & Disciplines,2002.0,3.27
6163,"Africa South of the Sahara, Second Edition",Robert F. Stock;Robert Stock,History,2004.0,3.43
6164,The Art of Happiness,Dalai Lama XIV Bstan-ʼdzin-rgya-mtsho;Howard C. Cutler,Religion,1998.0,4.16
6165,Songbook,Nick Hornby,Music,2003.0,3.56
6166,Desolation Angels,Jack Kerouac,Fiction,1995.0,3.92
6167,The Color of Water,James McBride,Biography & Autobiography,1997.0,4.08
6168,Awakening at Midlife,Kathleen A. Brehony,Psychology,1997.0,3.99
6169,Fever Pitch,Nick Hornby,Biography & Autobiography,1998.0,3.73
6170,Caucasia,Danzy Senna,Fiction,1998.0,4.02
6171,High Fidelity,Nick Hornby,Fiction,2000.0,3.94
6172,Still Here,Ram Dass,Family & Relationships,2001.0,4.12
6173,Prozac Nation,Elizabeth Wurtzel,Biography & Autobiography,2002.0,3.59
6174,The Dream of Scipio,Iain Pears,Fiction,2002.0,3.73
6175,The Survivor's Guide to Sex,Staci Haines,Self-Help,1999.0,4.31
6176,The Ultimate Guide to Anal Sex for Women,Tristan Taormino,Health & Fitness,2006.0,4.11
6177,Stone Tables,Orson Scott Card,Fiction,2000.0,3.87
6178,Thus Spake the Corpse,Andrei Codrescu;Laura Rosenthal,Poetry,1999.0,3.83
6179,The John Adams Reader,Thomas Robert May,Music,2006.0,3.5
6180,Insurgency & Terrorism,Bard E. O'Neill,Political Science,2005.0,3.92
6181,Shattered Sword,Jonathan B. Parshall;Anthony P. Tully,History,2005.0,4.4
6182,Strawberry Shortcake Murder,Joanne Fluke,Fiction,2002.0,3.84
6183,Bound in Blood,David Thomas Lord,Fiction,2001.0,3.32
6184,Managers Not MBAs,Henry Mintzberg,Business & Economics,2005.0,3.85
6185,Bright Purple,Melody Carlson,Juvenile Fiction,2006.0,3.47
6186,Parenting with Love and Logic,Foster Cline;Jim Fay,Family & Relationships,2006.0,4.07
6187,Echoes of the Soul,Echo Bodine,"Body, Mind & Spirit",1999.0,4.28
6188,The Gift,Echo L. Bodine,"Body, Mind & Spirit",2003.0,4.12
6189,The Inner Reaches of Outer Space,Joseph Campbell,Religion,2002.0,4.22
6190,Myths of Light,Joseph Campbell,Philosophy,2003.0,4.42
6191,The Power of Now,Eckhart Tolle,"Body, Mind & Spirit",2004.0,4.13
6192,Myth and Reality,Mircea Eliade,Religion,1998.0,4.07
6193,Jesus Freaks,DC Talk (Musical group),Religion,1999.0,4.2
6194,Live Like a Jesus Freak,DC Talk,Religion,2001.0,4.05
6195,Conversations with Don DeLillo,Don DeLillo,Biography & Autobiography,2005.0,4.06
6196,Tim Burton,Tim Burton,Biography & Autobiography,2005.0,4.28
6197,Daisy Bates,Grif Stockley,Biography & Autobiography,2005.0,3.55
6198,Having a Mary Heart in a Martha World,Joanna Weaver,Religion,2000.0,4.17
6199,Dinner With A Perfect Stranger,David Gregory,Fiction,2005.0,3.98
6200,Dark Water,Linda Hall,Fiction,2006.0,3.66
6201,The Beatles Illustrated Lyrics,Alan Aldridge;Beatles,Music,1969.0,4.25
6202,The Right Stuff,Tom Wolfe,Biography & Autobiography,2004.0,4.25
6203,Macbeth,William Shakespeare,Comics & Graphic Novels,2006.0,3.99
6204,Murder on the Orient Express,Agatha Christie,Fiction,1934.0,4.16
6205,The A.B.C. Murders,Agatha Christie,Fiction,1936.0,4.0
6206,Murder at the Vicarage,Agatha Christie,Fiction,2005.0,4.05
6207,The Body in the Library,Agatha Christie,Fiction,2006.0,3.85
6208,The Murder of Roger Ackroyd,Agatha Christie,Fiction,1926.0,4.23
6209,Evil Under the Sun,Agatha Christie,Fiction,1940.0,3.96
6210,A Murder is Announced,Agatha Christie,Fiction,2005.0,3.98
6211,Death on the Nile,Agatha Christie,Fiction,2007.0,4.09
6212,The Mystery of the Blue Train,Agatha Christie,Fiction,1928.0,3.8
6213,The Illuminati Papers,Robert Wilson,"Body, Mind & Spirit",1997.0,3.83
6214,The South Beach Diet,Arthur Agatston,Health & Fitness,2003.0,3.44
6215,Mangoes & Curry Leaves,,Cooking,2005.0,4.18
6216,1000 Rings,Marthe Le Van,Crafts & Hobbies,2004.0,4.22
6217,Artful Paper Dolls,Terry Taylor,Crafts & Hobbies,2006.0,4.06
6218,International Codes,International Code Council,Building laws,2006.0,3.5
6219,International Plumbing Code 2006,International Code Council,Technology & Engineering,2006.0,3.5
6220,Homelands,Patricia Justine Tumang;Jenesha de Rivera,Social Science,2006.0,4.43
6221,Sukhoi Su-27 Flanker,Yefim Gordon;Peter Davison,History,2006.0,3.0
6222,Hungry Planet,Peter Menzel;Faith D'Aluisio,Cooking,2005.0,4.44
6223,Maple Syrup Cookbook,Ken Haedrich,Cooking,2001.0,3.82
6224,Cider,Annie Proulx;Lew Nichols,Cooking,2003.0,3.64
6225,Doyle Brunson's Super System,Doyle Brunson,Games & Activities,2002.0,3.94
6226,A Christmas Carol,Charles Dickens,Fiction,2005.0,4.04
6227,The Red Badge of Courage,Stephen Crane,Juvenile Nonfiction,2004.0,3.23
6228,Sun Tzu,Sun-tzu;Gerald A. Michaelson,Business & Economics,2001.0,3.8
6229,Please Stop Laughing At Me,Jodee Blanco,Biography & Autobiography,2003.0,3.84
6230,The Stephen King Universe,Stanley Wiater;Christopher Golden;Hank Wagner,Literary Criticism,2001.0,4.14
6231,New York 2000,Robert A. M. Stern;David Fishman;Jacob Tilove,Architecture,2006.0,4.47
6232,Glass House,Toshio Nakamura,Architecture,2007.0,4.0
6233,This Present Darkness ; Piercing the Darkness,Frank E. Peretti,,1997.0,4.54
6234,The Hidden Smile of God,John Piper,Religion,2001.0,4.33
6235,The Gospel According to Job,Mike Mason,Religion,2002.0,4.43
6236,Prophet,Frank E. Peretti,Fiction,2004.0,3.94
6237,Piercing the Darkness,Frank E. Peretti,Fiction,2003.0,4.31
6238,This Present Darkness,Frank E. Peretti,Fiction,2003.0,4.23
6239,The Passion of Jesus Christ,John Piper,Religion,2004.0,4.23
6240,When I Don't Desire God,John Piper,Religion,2004.0,4.18
6241,Suffering and the Sovereignty of God,John Piper;Justin Taylor,Religion,2006.0,4.31
6242,The Legacy of Sovereign Joy,John Piper,Religion,2006.0,4.26
6243,When the Darkness Will Not Lift,John Piper,Religion,2006.0,4.12
6244,Face Off,Harry Hamernik,Art,2006.0,4.03
6245,Simply Beautiful Beaded Jewelry,Heidi Boyd,Crafts & Hobbies,2006.0,3.75
6246,The Southern Haunting of Truman Capote,Marie Rudisill;James Coleman Simmons,Literary Criticism,2000.0,3.96
6247,Shoofly Pie,Tim Downs,Fiction,2003.0,4.18
6248,Chop Shop,Tim Downs,Fiction,2004.0,4.22
6249,Schott's Original Miscellany,Ben Schott,Reference,2003.0,4.08
6250,Soldiers of Salamis,Javier Cercas;Anne McLean,Fiction,2005.0,3.79
6251,The Line of Beauty,Alan Hollinghurst,Fiction,2005.0,3.73
6252,A Year in the Merde,Stephen Clarke,Fiction,2006.0,3.55
6253,Safety Behind Bars,Robert Kirkman;Charlie Adlard;Cliff Rathburn,Comics & Graphic Novels,2005.0,4.31
6254,The Best Defense,Robert Kirkman;Charlie Adlard;Cliff Rathburn,Comics & Graphic Novels,2006.0,4.29
6255,Fell,Warren Ellis;Ben Templesmith,Comics & Graphic Novels,2007.0,4.16
6256,The Walking Dead,Robert Kirkman,"Comic books, strips, etc",2004.0,
6257,A Complicated Kindness,Miriam Toews,Fiction,2005.0,3.65
6258,D.H. Lawrence,John Worthen,Biography & Autobiography,2005.0,4.02
6259,The Horizontal World,Debra K. Marquart,Biography & Autobiography,2006.0,3.77
6260,Agnes Grey,Anne Brontë,England,2001.0,3.68
6261,Write Great Fiction - Plot & Structure,James Scott Bell,Language Arts & Disciplines,2004.0,4.1
6262,Lithium for Medea,Kate Braverman,Fiction,2002.0,3.94
6263,9-11 [neuf-onze],Noam Chomsky;Institute Professor & Professor of Linguistics (Emeritus) Noam Chomsky,Political Science,2001.0,3.73
6264,The Hip Chick's Guide to Macrobiotics,Jessica Porter,Health & Fitness,2004.0,3.68
6265,Rumble Fish,Marcus Romer;S. E. Hinton,Juvenile Fiction,2003.0,3.87
6266,Posing for Portrait Photography,Jeff Smith,Photography,2004.0,3.38
6267,Healthy Cooking for IBS,Sophie Braimbridge;Erica Jankovich,Cooking,2006.0,2.62
6268,Homeless,Laurie Halse Anderson,Juvenile Fiction,2000.0,4.07
6269,Teacher's Pet,Laurie Halse Anderson,Juvenile Fiction,2001.0,4.07
6270,"The Fateful Adventures of the Good Soldier Švejk During the World War, Book One","Jaroslav Hašek;Zdeněk ""Zenny"" K. Sadlon",Fiction,2000.0,4.11
6271,Childhood Shadows,Mary Pacios,True Crime,1999.0,3.5
6272,Sophocles: the Theban Plays,Sophocles,Drama,2002.0,3.97
6273,Aristophanes' Acharnians,Aristophanes;Jeffrey Henderson,Drama,2003.0,3.42
6274,M is for Mayflower,Margot Theis Raven;Jeannie Brett,Juvenile Nonfiction,2002.0,4.0
6275,O Is for Old Dominion,Pamela Duncan Edwards;Troy Howell,Juvenile Nonfiction,2005.0,3.75
6276,The Age of Access,Jeremy Rifkin,Business & Economics,2001.0,3.84
6277,In Search of Captain Zero,Alan C. Weisbecker,Biography & Autobiography,2002.0,4.15
6278,Think and Grow Rich,Napoleon Hill;Arthur R. Pell,Business & Economics,2005.0,4.18
6279,How to Save Your Own Life,Erica Jong,Fiction,2006.0,3.6
6280,Parachutes & Kisses,Erica Jong,Fiction,2006.0,3.47
6281,Fear of Fifty,Erica Jong,Biography & Autobiography,2006.0,3.56
6282,Any Woman's Blues,,Fiction,2006.0,3.51
6283,What Do Women Want?,,Social Science,1998.0,3.69
6284,The Book of Leviathan,Peter Blegvad,Comics & Graphic Novels,2001.0,4.17
6285,The Arabian Nightmare,Robert Irwin,Fiction,2002.0,3.85
6286,Laughing Gas,Pelham Grenville Wodehouse,Fiction,2001.0,3.89
6287,Meet Mr. Mulliner,Pelham Grenville Wodehouse,Fiction,2002.0,4.06
6288,This Is Berlin,William L. Shirer;John Keegan,History,2002.0,4.22
6289,The Stones of Summer,Dow Mossman,Fiction,2004.0,3.14
6290,Spring Fever,P.G. Wodehouse,Fiction,2004.0,4.06
6291,Money in the Bank,P. G. Wodehouse,Fiction,1942.0,4.15
6292,Anthony Powell,Michael Barber,Biography & Autobiography,2005.0,3.72
6293,The Warrior Prophet,R. Scott Bakker,Fiction,2005.0,3.95
6294,The Various Haunts of Men,Susan Hill,Fiction,2004.0,3.81
6295,The Unmasking of Oscar Wilde,Joseph Pearce,Religion,2000.0,4.25
6296,The American Heritage New History of the Civil War,Bruce Catton,History,2001.0,4.1
6297,Frankenstein,Mary Shelley,LITERARY CRITICISM,2002.0,3.47
6298,One Flew Over the Cuckoo's Nest (SparkNotes Literature Guide),Ken Kesey,Literary Criticism,2002.0,4.12
6299,The Aristotle's Ethics,Aristotle,Study Aids,2003.0,3.0
6300,No Fear : Julius Caesar,Sparknotes Editors,,2003.0,3.67
6301,The Tempest,William Shakespeare,Drama,2003.0,3.81
6302,King Lear,William Shakespeare,Literary Criticism,2003.0,3.9
6303,The Big Book of Boy Stuff,Bart King,Juvenile Nonfiction,2004.0,4.24
6304,It's Easy Being Green,Crissy Trask,House & Home,2006.0,3.53
6305,Fifty-One Tales,Lord Dunsany;Lin Carter;John Betancourt,Fiction,2002.0,3.82
6306,The Well at the World's End,William Morris;Lin Carter,Fiction,2000.0,3.77
6307,The Lure of the Basilisk,Lawrence Watt-Evans,Fiction,2001.0,3.7
6308,Ivanhoe,Marianna Mayer;Sir Walter Scott,Juvenile Fiction,2004.0,3.93
6309,On the Lines of Morris' Romances,William Morris;Michale W. Perry,Fiction,2003.0,4.09
6310,Guide to Stress Reduction,L. John Mason,Self-Help,2001.0,4.22
6311,Heart and Hands,Elizabeth Davis,Health & Fitness,2004.0,4.38
6312,Cast in Dark Waters,Edward Gorman;Tom Piccirilli,Fiction,2002.0,3.31
6313,Isis,Douglas Clegg,Fiction,2006.0,3.68
6314,The Secretary of Dreams,Stephen King,Fiction,2006.0,4.45
6315,Tolkien and C.S. Lewis,Colin Duriez,Biography & Autobiography,2003.0,4.0
6316,Monte Cooks Years Best D20 04,Monte Cook,Games,2005.0,4.2
6317,Tomie,Junji Ito,Comics & Graphic Novels,2001.0,3.92
6318,Category Freaks,Sakurako Gokurakuin,Comics & Graphic Novels,2005.0,3.57
6319,The Pirate Dictionary,Terry Breverton,History,2004.0,3.69
6320,This Side of Paradise,Steven L. Layne,Juvenile Fiction,2004.0,3.74
6321,Farewell to Salonica,Leon Sciaky,Biography & Autobiography,2003.0,4.11
6322,The Art of H. P. Lovecraft's the Cthulhu Mythos,Howard Phillips Lovecraft;Jeremy McHugh,Art,2006.0,4.04
6323,Creative Correction,Lisa Whelchel,Family & Relationships,2005.0,3.93
6324,De Vita Propria Liber,Girolamo Cardano;Jean Stoner,Biography & Autobiography,2002.0,3.79
6325,Witch Grass,Raymond Queneau;Barbara Wright,Fiction,2003.0,3.94
6326,The Tenants of Moonbloom,Edward Lewis Wallant,Fiction,2003.0,3.89
6327,The Ivory Tower,Henry James,Fiction,2004.0,3.33
6328,Mistress Masham's Repose,T. H. White;Fritz Eichenberg,Juvenile Fiction,1946.0,3.94
6329,Hons and Rebels,Jessica Mitford,Biography & Autobiography,2004.0,4.12
6330,An Episode of Sparrows,Rumer Godden,Juvenile Fiction,2004.0,4.2
6331,The Man who Watched Trains Go by,Georges Simenon;Marc Romano;Douglas Thin,Fiction,2005.0,3.85
6332,The New York Stories of Henry James,Henry James;Colm Tóibín,Fiction,2006.0,4.04
6333,Dime-store Alchemy,Charles Simic;Joseph Cornell,Art,2006.0,4.21
6334,The Strangers in the House,Georges Simenon,Fiction,2006.0,3.76
